,score,indices,chrom,batch
108,-0.4126077288666767,108,1,0
109,-0.9785145777979852,109,1,0
110,-0.8690718356463452,110,1,0
111,-4.154853640771427,111,1,0
112,-2.4419059680829283,112,1,0
113,-1.8243935698739453,113,1,0
114,-1.3002535593555482,114,1,0
115,-5.350428767557791,115,1,0
116,-0.9289444597375504,116,1,0
117,0.2674224988617375,117,1,0
118,-3.133276800048635,118,1,0
119,0.6270211504850924,119,1,0
120,-2.310902966515463,120,1,0
121,-1.831832989826381,121,1,0
122,-4.6248793877556444,122,1,0
123,-4.474467741699197,123,1,0
124,-1.7723326377646846,124,1,0
125,0.7522867420721274,125,1,0
126,-0.5881017355631264,126,1,0
127,-3.2967317724642,127,1,0
128,-1.8011043217622111,128,1,0
129,-1.4109248506176222,129,1,0
130,-3.676900490674703,130,1,0
131,-1.713627192047294,131,1,0
132,-2.655272531120749,132,1,0
133,-0.8710787711743788,133,1,0
134,-3.2748531349733203,134,1,0
135,-0.6969525837211761,135,1,0
136,0.4194818952100715,136,1,0
137,-5.132425198924731,137,1,0
138,2.281052075886062,138,1,0
139,0.8546743468709049,139,1,0
140,-0.2712615308260488,140,1,0
141,-0.7525276552089539,141,1,0
142,-1.426434422586233,142,1,0
143,0.5409883970012628,143,1,0
144,-1.698761464049132,144,1,0
145,-0.5456598951367353,145,1,0
146,-1.9801550975614224,146,1,0
147,-0.770110978399567,147,1,0
148,-2.5248987230664905,148,1,0
149,-1.157355830343453,149,1,0
150,-4.001231779731672,150,1,0
151,-5.282059774438286,151,1,0
152,-2.824704806805471,152,1,0
153,-2.7854108640618813,153,1,0
154,-1.6323265996906309,154,1,0
155,0.3512550446787559,155,1,0
156,-12.090659194058988,156,1,0
157,0.5399760364146523,157,1,0
158,-1.5214062080085209,158,1,0
159,-2.600004617253669,159,1,0
160,-3.3166768605525423,160,1,0
161,-0.0527514691080817,161,1,0
162,-3.34753979073813,162,1,0
163,-1.1442749281271094,163,1,0
164,-0.4203149259762155,164,1,0
165,-0.3728442330255206,165,1,0
166,-6.115393098310654,166,1,0
167,-2.061895107655132,167,1,0
168,0.7542979400224854,168,1,0
169,-1.9602106874194176,169,1,0
170,0.2079024443138101,170,1,0
171,-1.0382442897776618,171,1,0
172,-1.4720723079414726,172,1,0
173,0.658784546910065,173,1,0
174,-1.2544964128804166,174,1,0
175,-1.920448903746093,175,1,0
176,-0.9937827133570358,176,1,0
177,0.733146779193059,177,1,0
178,-0.5585414637510188,178,1,0
179,-2.1115285398466703,179,1,0
180,0.4561033857935866,180,1,0
181,-0.3966026068747996,181,1,0
182,0.3337273858901861,182,1,0
183,-0.690202525507603,183,1,0
184,-4.233217803536635,184,1,0
185,0.1144036472732752,185,1,0
186,-5.995966393835297,186,1,0
187,-0.2906743204378453,187,1,0
188,-0.1121495714880054,188,1,0
189,-3.5221555209179822,189,1,0
190,-1.6980801629696889,190,1,0
191,-2.2802087487030067,191,1,0
192,-0.7141148197454865,192,1,0
193,-2.1585354460514727,193,1,0
194,-1.155898455316184,194,1,0
195,-0.7155000638735305,195,1,0
196,-3.8220462858744906,196,1,0
197,-1.5835788753271032,197,1,0
198,-1.950521585773805,198,1,0
199,-0.9285000560846836,199,1,0
200,-1.1931783894373489,200,1,0
201,-2.4209249702013693,201,1,0
202,-1.5184999060675672,202,1,0
203,-1.0775704485179074,203,1,0
204,-0.261872151733507,204,1,0
205,-2.807906098199215,205,1,0
206,-0.2867629602276178,206,1,0
207,-2.526873084972953,207,1,0
208,0.9033826660734908,208,1,0
209,-2.2060405911549927,209,1,0
210,-0.9629073382419892,210,1,0
211,-2.290604684992064,211,1,0
212,-0.4641903676021288,212,1,0
213,-0.7091369001587071,213,1,0
214,-0.5294704599212579,214,1,0
215,-2.1461552673035182,215,1,0
216,-0.3775847306833786,216,1,0
217,-2.285267697499381,217,1,0
218,-1.5007348064212565,218,1,0
219,-1.904071172446216,219,1,0
220,-5.061349663544633,220,1,0
221,-3.080480522248221,221,1,0
222,-2.8505490813099645,222,1,0
223,-0.6813965210428292,223,1,0
224,-0.8828623909367745,224,1,0
225,-4.796680078722076,225,1,0
226,-0.2519032401754282,226,1,0
227,-0.6976678813984063,227,1,0
228,-0.5574363875485486,228,1,0
229,-1.973116247807609,229,1,0
230,-2.1880982579296537,230,1,0
231,-0.6158249685671073,231,1,0
232,-0.2867354028860306,232,1,0
233,-3.2167043679353475,233,1,0
234,-3.6284840470276407,234,1,0
235,-2.9947164870573912,235,1,0
236,-1.4810206765752785,236,1,0
237,-2.7521516050700203,237,1,0
238,0.9254080688293868,238,1,0
239,-4.009219897556067,239,1,0
240,-5.272172666844221,240,1,0
241,-4.127751208324936,241,1,0
242,-3.0323830388661723,242,1,0
243,-0.4206538522152105,243,1,0
244,-6.986140859749888,244,1,0
245,-1.17296644826507,245,1,0
246,-1.1870119377062192,246,1,0
247,-6.172641150149905,247,1,0
248,-3.738178982326602,248,1,0
249,-3.9865462800416895,249,1,0
250,-3.1377698036467807,250,1,0
251,-6.732744778621887,251,1,0
252,-3.530419858077153,252,1,0
253,-10.45030712159999,253,1,0
254,-3.4775308336254374,254,1,0
255,0.2902663623502848,255,1,0
256,-3.83016249347339,256,1,0
257,0.1565780440797151,257,1,0
258,-0.8673678896988595,258,1,0
259,-1.65231628026394,259,1,0
260,-1.633439458787306,260,1,0
261,-3.223078509390911,261,1,0
262,-5.327009410920674,262,1,0
263,-4.885612088937283,263,1,0
264,-0.8932511323169974,264,1,0
265,-0.5531131227239334,265,1,0
266,-1.7958304513571166,266,1,0
267,-7.072050655771356,267,1,0
268,-2.317911109009452,268,1,0
269,-2.339662261264497,269,1,0
270,-3.0082827156512133,270,1,0
271,-3.477970360163241,271,1,0
272,-10.058943522338598,272,1,0
273,-8.115748454297547,273,1,0
274,-8.732193576606097,274,1,0
275,-3.5154045777286207,275,1,0
276,-3.6529617863787114,276,1,0
277,3.540709609862817,277,1,0
278,-0.2631880402286151,278,1,0
279,-3.8154336793084953,279,1,0
280,-6.269202467425624,280,1,0
281,-3.955677753190894,281,1,0
282,-2.314360142216532,282,1,0
283,2.74818957791937,283,1,0
284,-3.4375317075360803,284,1,0
285,0.455386248531879,285,1,0
286,-0.6651239849918706,286,1,0
287,-5.86872465712559,287,1,0
288,-3.074263347512704,288,1,0
289,-5.641479761377359,289,1,0
290,-2.536443136067624,290,1,0
291,1.2807800847184094,291,1,0
292,-5.676798461570619,292,1,0
293,-3.186634322421636,293,1,0
294,-2.4055509267115247,294,1,0
295,-3.234354699671272,295,1,0
296,-5.6152658580490975,296,1,0
297,1.3650927251282174,297,1,0
298,1.938599602186151,298,1,0
299,-0.6217330112280414,299,1,0
300,-2.6810212455643327,300,1,0
301,-2.361292932596951,301,1,0
302,-0.9357886363338104,302,1,0
303,-5.646871726401638,303,1,0
304,-3.933939607054019,304,1,0
305,-1.0853721505881984,305,1,0
306,-3.4827065371007184,306,1,0
307,-5.210320563559225,307,1,0
308,-2.3366219321134025,308,1,0
309,-1.320427947178815,309,1,0
310,-6.456802855469308,310,1,0
311,-1.617326289303955,311,1,0
312,-0.8291607321962103,312,1,0
313,-3.1156397070972037,313,1,0
314,-0.0734543628158288,314,1,0
315,-3.658340221029251,315,1,0
316,-3.325747076531992,316,1,0
317,-2.548647983279746,317,1,0
318,-2.68608478888678,318,1,0
319,-1.6472763360811604,319,1,0
320,0.0307306969577584,320,1,0
321,-1.3700007584181004,321,1,0
322,-1.5489478887971584,322,1,0
323,-3.9666739901612735,323,1,0
324,-4.542709329785364,324,1,0
325,-1.6309008196162875,325,1,0
326,-4.338645461182279,326,1,0
327,-1.7882322348296125,327,1,0
328,-3.9586875799772936,328,1,0
329,-2.639248931385365,329,1,0
330,-0.3361663434510711,330,1,0
331,0.0366960984866489,331,1,0
332,-0.9433328308618952,332,1,0
333,-0.9376898622294454,333,1,0
334,0.1379365706881169,334,1,0
335,-2.7896206119498466,335,1,0
336,-1.6187690171846796,336,1,0
337,-4.58960108878834,337,1,0
338,-1.8634457288288104,338,1,0
339,3.0040805455095008,339,1,0
340,1.5227031391732757,340,1,0
341,-2.495020357368852,341,1,0
342,-2.2056736785209314,342,1,0
343,-3.633408982543346,343,1,0
344,-1.9534793739920624,344,1,0
345,-2.232891995568486,345,1,0
346,-1.61783297123422,346,1,0
347,-3.3478717446581165,347,1,0
348,-3.089423798152944,348,1,0
349,-1.3445566337246513,349,1,0
350,-4.293845775525804,350,1,0
351,-3.57699366570374,351,1,0
352,-2.0509356483169423,352,1,0
353,-0.8145118308130255,353,1,0
354,-3.401337273317264,354,1,0
355,-3.5289887538053373,355,1,0
356,-5.199456511024602,356,1,0
357,-3.991264028382247,357,1,0
358,-6.775583393477671,358,1,0
359,-5.156974892048378,359,1,0
360,-2.5520064779893823,360,1,0
361,-2.939116282283474,361,1,0
362,-2.150170532981131,362,1,0
363,-1.0162551624423202,363,1,0
364,-3.334739576380476,364,1,0
365,-7.717545319787133,365,1,0
366,-2.3132133682166613,366,1,0
367,-0.2389019850933209,367,1,0
368,-6.112605754950482,368,1,0
369,-6.391430372104462,369,1,0
370,-2.883545994644673,370,1,0
371,-1.2790025792026931,371,1,0
372,-1.9641404118250496,372,1,0
373,-1.2173408046851444,373,1,0
374,-1.5461222408255644,374,1,0
375,-0.4064369471522147,375,1,0
376,-5.250053064523987,376,1,0
377,-1.4233056998887612,377,1,0
378,-4.523748516584043,378,1,0
379,-0.495072522085934,379,1,0
380,-5.860751544901891,380,1,0
381,-3.546414765503106,381,1,0
382,-5.8961415875902645,382,1,0
383,-3.895891199702136,383,1,0
384,-2.695347208194043,384,1,0
385,-2.724850349560511,385,1,0
386,-3.431609934990543,386,1,0
387,-6.280747905967201,387,1,0
388,-5.014102761692627,388,1,0
389,-3.790597241545108,389,1,0
390,-6.674068873593559,390,1,0
391,-2.259959675036584,391,1,0
392,-7.530100602792213,392,1,0
393,-4.249166333448906,393,1,0
394,-6.758985308071195,394,1,0
395,-1.0045387666873091,395,1,0
396,-4.548081373251421,396,1,0
397,-4.120131635132808,397,1,0
398,-6.838075776041236,398,1,0
399,-4.31187178016174,399,1,0
400,-6.3588732743255,400,1,0
401,-1.7211718138206449,401,1,0
402,-4.99035575517957,402,1,0
403,1.0232803270718551,403,1,0
404,-6.166894818700047,404,1,0
405,-8.544807623428008,405,1,0
406,-2.9321601632946,406,1,0
407,-1.4883300143093177,407,1,0
408,-0.1981773108496871,408,1,0
409,-3.1744711814516937,409,1,0
410,-4.806949886976639,410,1,0
411,-3.7127013337142567,411,1,0
412,-6.22539653649587,412,1,0
413,-4.612567324796249,413,1,0
414,-3.093169241795258,414,1,0
415,-10.23213215932298,415,1,0
416,-2.3574050404488225,416,1,0
417,-4.404988956265308,417,1,0
418,-2.7219863661616666,418,1,0
419,-3.3323676773434654,419,1,0
420,-2.500518850934405,420,1,0
421,-8.936454491502433,421,1,0
422,-4.801265859103267,422,1,0
423,-3.7423495549611054,423,1,0
424,-2.2071209326801293,424,1,0
425,-0.907054617232594,425,1,0
426,-3.806098188370051,426,1,0
427,-1.8409498118348933,427,1,0
428,-2.7934307891851637,428,1,0
429,-2.7158898883957523,429,1,0
430,-3.059998291637525,430,1,0
431,-3.726820697824713,431,1,0
432,-1.5722629547488325,432,1,0
433,-5.97639674129135,433,1,0
434,-2.201960085088853,434,1,0
435,-0.4435867084258786,435,1,0
436,0.4741032750989844,436,1,0
437,-1.3368056015816272,437,1,0
438,-6.428893710791202,438,1,0
439,-4.8384300615269815,439,1,0
440,-1.6979644800767968,440,1,0
441,-4.527492550162646,441,1,0
442,-4.850241532976033,442,1,0
443,-5.583078103820942,443,1,0
444,-4.24333693534337,444,1,0
445,0.0120830489485841,445,1,0
446,-4.948515582612041,446,1,0
447,-0.2188770557880119,447,1,0
448,-3.692865369311912,448,1,0
449,-2.8684032235838197,449,1,0
450,-7.879113945132446,450,1,0
451,-2.707238907841797,451,1,0
452,-3.1145361105576583,452,1,0
453,-1.6891153748551928,453,1,0
454,-4.2555877348366185,454,1,0
455,-4.807475121503981,455,1,0
456,-3.550915995209411,456,1,0
457,-3.3075093633294386,457,1,0
458,-2.5196262826373976,458,1,0
459,-4.620274130093527,459,1,0
460,-6.148328317154856,460,1,0
461,-2.885908757491763,461,1,0
462,-3.9233111383680312,462,1,0
463,-3.2796212244846075,463,1,0
464,-0.3962266598435557,464,1,0
465,-1.5678762758796918,465,1,0
466,-6.1113621968043255,466,1,0
467,-6.792913548388009,467,1,0
468,-1.5388019538252826,468,1,0
469,0.3461279370079393,469,1,0
470,-1.3419630851206144,470,1,0
471,-2.475112154478111,471,1,0
472,-5.194197191732913,472,1,0
473,-3.620594487923756,473,1,0
474,-0.8074149248421056,474,1,0
475,-5.992265478793532,475,1,0
476,-4.917521971650659,476,1,0
477,-2.605362616961898,477,1,0
478,-2.95791464693742,478,1,0
479,-3.133597207140064,479,1,0
480,0.4101505233902141,480,1,0
481,-1.7160923285087504,481,1,0
482,-6.161982101570676,482,1,0
483,-5.5892735645147535,483,1,0
484,-1.2665089399938942,484,1,0
485,-2.9305300523578715,485,1,0
486,-2.4537244112647363,486,1,0
487,-2.8559142956259977,487,1,0
488,-3.9901353336101457,488,1,0
489,-2.980123991615819,489,1,0
490,-2.224475204368123,490,1,0
491,-2.2779261079628417,491,1,0
492,-4.737713048663096,492,1,0
493,1.0299968978158134,493,1,0
494,-4.502399949793125,494,1,0
495,-2.8282978425092136,495,1,0
496,-1.587876392769465,496,1,0
497,-0.4094549782354342,497,1,0
498,-1.9274782545763285,498,1,0
499,-2.9139798971559703,499,1,0
500,-0.5558215561393989,500,1,0
501,-2.663991270897678,501,1,0
502,-1.7888601062840994,502,1,0
503,-0.1894676508889936,503,1,0
504,-0.1805333636733173,504,1,0
505,-0.316413875148763,505,1,0
506,-2.8156478106626204,506,1,0
507,-1.562396542295343,507,1,0
508,-2.660817887545379,508,1,0
509,-1.2724722003033992,509,1,0
510,-6.032588347239861,510,1,0
511,-5.5019040157517205,511,1,0
512,-1.9064289654865352,512,1,0
513,0.4324849968565272,513,1,0
514,0.8359023105199457,514,1,0
515,-2.992047283891337,515,1,0
516,-0.7502561644149559,516,1,0
517,-5.161309835710545,517,1,0
518,-0.3638848038622209,518,1,0
519,-1.7731301096566556,519,1,0
520,-0.3904259549387667,520,1,0
521,-4.79934194937915,521,1,0
522,-3.488872824942922,522,1,0
523,-2.951961674308185,523,1,0
524,-1.7570043276856149,524,1,0
525,-1.200206557748193,525,1,0
526,0.4140734112196784,526,1,0
527,-2.3301974711915583,527,1,0
528,-3.3848030900309074,528,1,0
529,-4.087140273994192,529,1,0
530,-2.402522761518316,530,1,0
531,-2.783576375084229,531,1,0
532,-4.401893141195627,532,1,0
533,-2.8846559362994606,533,1,0
534,-2.3387941398100227,534,1,0
535,-2.3846817124950506,535,1,0
536,0.4597646767852447,536,1,0
537,1.0237708861819426,537,1,0
538,-2.643700592262046,538,1,0
539,-2.752513524707199,539,1,0
540,0.9248550487266148,540,1,0
541,-3.041574894881008,541,1,0
542,1.0283010682002258,542,1,0
543,-1.840614409637644,543,1,0
544,-4.166502334350007,544,1,0
545,-3.452184497064814,545,1,0
546,-2.0140168265107508,546,1,0
547,-0.2459913835292371,547,1,0
548,-1.7565908168436155,548,1,0
549,-0.8817323382985686,549,1,0
550,-0.3155647140164246,550,1,0
551,-1.2700705032550292,551,1,0
552,1.3736620575017469,552,1,0
553,-2.904536248043432,553,1,0
554,-1.7440836636624222,554,1,0
555,-1.5763259563496406,555,1,0
556,-1.9615518354605792,556,1,0
557,-3.016561896795673,557,1,0
558,-2.594905889421925,558,1,0
559,-1.5652444579613434,559,1,0
560,-1.015780581432262,560,1,0
561,-1.1486225856069148,561,1,0
562,-4.188038780640393,562,1,0
563,1.7640546946824132,563,1,0
564,-3.0609131072725724,564,1,0
565,-1.0644935442984624,565,1,0
566,-0.3426279942217234,566,1,0
567,-0.5143187106327349,567,1,0
568,-2.00159445636496,568,1,0
569,-2.914019026213501,569,1,0
570,0.7631911476432764,570,1,0
571,-0.5513441657099487,571,1,0
572,-3.349266727356358,572,1,0
573,0.2322218641071582,573,1,0
574,-1.8516671760792265,574,1,0
575,-3.6153350395765975,575,1,0
576,0.1903368699967558,576,1,0
577,0.1815368695004579,577,1,0
578,-1.0621926666345702,578,1,0
579,-2.074164440128063,579,1,0
580,-1.3291935270307444,580,1,0
581,0.4527187803816512,581,1,0
582,-3.8496472000691786,582,1,0
583,-3.416770735238223,583,1,0
584,-1.0640806353221852,584,1,0
585,-0.5220617445102035,585,1,0
586,-2.058810305189263,586,1,0
587,-1.8558205875240004,587,1,0
588,0.4811146868776029,588,1,0
589,-4.025225374578625,589,1,0
590,0.4827929975778088,590,1,0
591,-2.993373593374547,591,1,0
592,-0.6541094238773986,592,1,0
593,-2.8305975086998165,593,1,0
594,-2.4665195106892064,594,1,0
595,-1.0967605598018957,595,1,0
596,-0.837886257230907,596,1,0
597,-2.684201230530591,597,1,0
598,-2.938161063830836,598,1,0
599,-0.4954043343005856,599,1,0
600,-1.934646846640929,600,1,0
601,-3.7770614871872494,601,1,0
602,-7.539254596443079,602,1,0
603,0.5442458073523107,603,1,0
604,-4.369598853047303,604,1,0
605,-0.7717488014439318,605,1,0
606,-2.027660725449055,606,1,0
607,-0.6964739239231327,607,1,0
608,-2.309936421073486,608,1,0
609,-2.588495549098903,609,1,0
610,-1.511419875310782,610,1,0
611,0.418379869150705,611,1,0
612,1.0675879626472151,612,1,0
613,-1.2343266275968223,613,1,0
614,-2.4884749826891155,614,1,0
615,-0.402786385265095,615,1,0
616,1.4912134296017905,616,1,0
617,-2.955803613226399,617,1,0
618,-1.0270083577010594,618,1,0
619,-1.2214820450344623,619,1,0
620,-0.3717069025413271,620,1,0
621,1.5222283404885022,621,1,0
622,-1.4747170351381504,622,1,0
623,2.3408468233779214,623,1,0
624,-1.186580065329945,624,1,0
625,-1.4263722766732971,625,1,0
626,-2.3172447838794192,626,1,0
627,-4.167517098078957,627,1,0
628,-2.972757139483249,628,1,0
629,0.4706909350832404,629,1,0
630,-0.2832896240226901,630,1,0
631,-1.531489967021396,631,1,0
632,-0.8255983625008492,632,1,0
633,-0.9261806057323624,633,1,0
634,-1.017630985736922,634,1,0
635,0.1934336969949446,635,1,0
636,-0.3674416012062749,636,1,0
637,-0.8556688443698429,637,1,0
638,-0.9343148458138876,638,1,0
639,-0.0384409831861038,639,1,0
640,0.3289033503052269,640,1,0
641,-0.8449878350673249,641,1,0
642,-1.83298866736528,642,1,0
643,-2.2548525497414698,643,1,0
644,-0.7002440128576619,644,1,0
645,-2.818157270718157,645,1,0
646,-2.431759710639156,646,1,0
647,-2.0519131497532976,647,1,0
648,-5.906587702827705,648,1,0
649,-1.9068235254242216,649,1,0
650,-1.836798552027882,650,1,0
651,-1.4224229694874768,651,1,0
652,-4.635883460267155,652,1,0
653,-0.8444158350916824,653,1,0
654,-0.4417615044585892,654,1,0
655,1.6127129423907278,655,1,0
656,-2.600095920116356,656,1,0
657,-3.384691140430988,657,1,0
658,-5.239115657565896,658,1,0
659,-3.611639627309261,659,1,0
660,-1.633535458118377,660,1,0
661,-3.636293249163264,661,1,0
662,-0.0274250909121489,662,1,0
663,-1.1665059914196871,663,1,0
664,-3.819649530910653,664,1,0
665,-1.863634579654968,665,1,0
666,-4.8239163772639095,666,1,0
667,-2.3383411628373807,667,1,0
668,-0.8909633193440804,668,1,0
669,-2.1124126146386404,669,1,0
670,-2.909752017191514,670,1,0
671,-0.2063919565776211,671,1,0
672,-2.242541794497665,672,1,0
673,-2.652590442327658,673,1,0
674,-1.7376572426393624,674,1,0
675,-0.2308348052857001,675,1,0
676,-2.5783598437854307,676,1,0
677,-2.012984175960934,677,1,0
678,-3.319123860071384,678,1,0
679,0.0060303179147621,679,1,0
680,-2.079208524589354,680,1,0
681,-2.310334857064179,681,1,0
682,-2.569487149040124,682,1,0
683,-1.1835608281693637,683,1,0
684,-0.9113129482459312,684,1,0
685,-2.547309114762295,685,1,0
686,-2.74393221690897,686,1,0
687,-6.589763214814913,687,1,0
688,-3.129867612960991,688,1,0
689,4.095232858824254,689,1,0
690,-0.3798435881455996,690,1,0
691,-0.464104185744963,691,1,0
692,-0.8209914092897448,692,1,0
693,-1.5665115203025373,693,1,0
694,-0.3449051518596639,694,1,0
695,-3.991322220834931,695,1,0
696,-0.6644392092697993,696,1,0
697,-3.055777410877277,697,1,0
698,-2.453083888969922,698,1,0
699,2.063830420291673,699,1,0
700,-0.3547706029775345,700,1,0
701,-3.118546630107123,701,1,0
702,-2.243009726631965,702,1,0
703,-1.1910024798849177,703,1,0
704,-4.354205938556937,704,1,0
705,0.2014976703919542,705,1,0
706,-2.3368363613123995,706,1,0
707,-2.5479074348093564,707,1,0
708,-0.5099187069271349,708,1,0
709,-0.9733656981199552,709,1,0
710,-3.149208541338657,710,1,0
711,-1.518930436029977,711,1,0
712,-3.137261090487454,712,1,0
713,-3.328705681849986,713,1,0
714,-1.7816208031029412,714,1,0
715,-3.584932623010827,715,1,0
716,0.7736434590997665,716,1,0
717,-1.274370700739978,717,1,0
718,-0.0173878140964065,718,1,0
719,-4.504362496126822,719,1,0
720,-0.7241834860510417,720,1,0
721,-2.319819389831509,721,1,0
722,-1.6113607387085822,722,1,0
723,1.478538262911595,723,1,0
724,-1.2038343349718426,724,1,0
725,0.283444228849472,725,1,0
726,1.0704665787413712,726,1,0
727,-3.4417758199757342,727,1,0
728,-1.2814962790124047,728,1,0
729,-2.521537854886732,729,1,0
730,-1.8291100169907148,730,1,0
731,-0.5255357354093477,731,1,0
732,0.4243004847795095,732,1,0
733,-0.9390222431730146,733,1,0
734,-2.009122373335238,734,1,0
735,-3.386404970575664,735,1,0
736,-4.140464278906949,736,1,0
737,-0.0028553654486676,737,1,0
738,-3.3075083950446023,738,1,0
739,-1.2611554640948803,739,1,0
740,-0.6288698786531275,740,1,0
741,0.1604845510947572,741,1,0
742,-2.808291692310626,742,1,0
743,-1.340380919318011,743,1,0
744,-1.7795056672172331,744,1,0
745,-3.221636495155735,745,1,0
746,-3.714012938875648,746,1,0
747,-1.3440833281158189,747,1,0
748,-1.6255018742635412,748,1,0
749,0.9496181105485484,749,1,0
750,0.0113265622885561,750,1,0
751,-2.774598090484226,751,1,0
752,-1.5054718863128222,752,1,0
753,-1.495275858888936,753,1,0
754,-1.2019620273857547,754,1,0
755,-3.5436987839977547,755,1,0
756,-2.0302256754135324,756,1,0
757,-1.3567201618693665,757,1,0
758,-0.480802141898436,758,1,0
759,-1.100416305748532,759,1,0
760,-3.2778190316219207,760,1,0
761,-2.43736691061101,761,1,0
762,-0.3766445357860293,762,1,0
763,-0.7926173363367678,763,1,0
764,-1.261977965506614,764,1,0
765,-4.348356115322258,765,1,0
766,0.5274126015274105,766,1,0
767,-1.0290393810417002,767,1,0
768,-0.0595578628874799,768,1,0
769,-1.049864780055649,769,1,0
770,-3.537121947053281,770,1,0
771,-6.3693337499442535,771,1,0
772,-1.5671127513538066,772,1,0
773,-1.1684185912203142,773,1,0
774,-1.1383575624166178,774,1,0
775,-0.3961553562689237,775,1,0
776,-0.1215805095839765,776,1,0
777,0.6673632018913069,777,1,0
778,-1.7579281255343036,778,1,0
779,-0.667257430001714,779,1,0
780,-0.386158632094784,780,1,0
781,-1.7030573078573124,781,1,0
782,-0.4965320197533782,782,1,0
783,-1.12862718416379,783,1,0
784,1.2270637677528002,784,1,0
785,-2.087372603050868,785,1,0
786,-0.2756982302302551,786,1,0
787,-2.2079791916499505,787,1,0
788,-4.785013600541487,788,1,0
789,-2.45748045827946,789,1,0
790,-0.5347407568923324,790,1,0
791,-0.8044930528089883,791,1,0
792,-0.3326039089742916,792,1,0
793,-1.7493320768421916,793,1,0
794,-1.1130775547041236,794,1,0
795,-1.4769105210563986,795,1,0
796,1.496881906726013,796,1,0
797,-0.3368515286502427,797,1,0
798,-2.333869507609091,798,1,0
799,-0.4784873270108736,799,1,0
